acc_macro,prec_macro,rec_macro,f1_macro,acc_micro,prec_micro,rec_micro,f1_micro,rec_at_8,prec_at_8,f1_at_8,rec_at_15,prec_at_15,f1_at_15,auc_macro,auc_micro,loss_dev,acc_macro_te,prec_macro_te,rec_macro_te,f1_macro_te,acc_micro_te,prec_micro_te,rec_micro_te,f1_micro_te,rec_at_8_te,prec_at_8_te,f1_at_8_te,rec_at_15_te,prec_at_15_te,f1_at_15_te,auc_macro_te,auc_micro_te,loss_test_te,loss_tr
0.02785556673564992,0.04720211653418939,0.0404976466957472,0.0435936100233522,0.2876528951651005,0.5305737109658678,0.3858531089359904,0.4467863913406853,0.33099245351171247,0.6138105456774985,0.43007200163315973,0.4489567489611556,0.4640098099325567,0.45635918144874144,0.8584426543478741,0.9760304662454367,0.007380215952114061,0.02775163130893954,0.05177057856621511,0.041632512005034844,0.04615134725165029,0.28033132418740525,0.5263852242744064,0.3748887350410444,0.4379043438077634,0.3160267457586424,0.6084297153024911,0.4159851135210752,0.4309356099826516,0.46194147884539344,0.4459001926543221,0.8533936884164613,0.9752100981387634,0.0076915472289831805,nan
0.022389750859295725,0.04113372638839468,0.031322571047168464,0.03556389472926334,0.25916279569315037,0.5219272157032391,0.33983522287162876,0.41164303230621596,0.30915536261456983,0.572271612507664,0.40144185025491547,0.4177474989804036,0.4308195381156755,0.42418283221467756,0.8356281550090268,0.9731458137134927,0.007657344885472241,0.021808171366575063,0.04597205475014187,0.030831411743100588,0.03690935874105879,0.2515858919056077,0.5220619208087616,0.32687172386509744,0.4020273694880892,0.2958049003103155,0.5682829181494662,0.389082841720635,0.4046244570705777,0.4309410834321866,0.41736834146663365,0.8277758919680911,0.9720135249248607,0.008003926947967687,nan
0.0263203469579523,0.04482400489907352,0.03737910089407518,0.04076442089220025,0.28173767482045464,0.5471658539143202,0.36740370396450955,0.4396183093547911,0.32690271224614714,0.6077559779276518,0.42513289537042676,0.44465910571239287,0.4592274678111588,0.45182588421345965,0.8562391081581717,0.9767634603182069,0.0072311630307946295,0.02582158300457584,0.05012491749929783,0.03717427955432736,0.04268899963906633,0.27744790143549186,0.5482112350517536,0.3596907658325916,0.43437842141932914,0.3159175992844944,0.6080590154211151,0.41580390957478164,0.4294963157007403,0.4597667062079873,0.4441163109972721,0.8490811738492792,0.9764066482188752,0.007489888798916372,nan
0.023200220321280336,0.041316549278892195,0.03383795220878766,0.037205154508552246,0.2665492865214306,0.5124280084874204,0.3571227378353637,0.4209062992779484,0.3122564446594481,0.579322501532802,0.40579061542990663,0.42628206163654103,0.43960760269773147,0.4328422959827426,0.8305595021925916,0.9721218561923379,0.007635373001202146,0.023331001000167523,0.0467270059805834,0.03443578306767355,0.03965070841497434,0.25758524576073477,0.5024309630445717,0.34579500873635977,0.4096505531200266,0.2993199091605178,0.575882265717675,0.39390447695301456,0.4070197548176224,0.43477659153815734,0.42044055537753605,0.8271774753773419,0.9716452044191757,0.007960360135837797,nan
0.021922398098103608,0.04158274266601219,0.02940592829364139,0.034449980047792796,0.2741109448728277,0.5998992506769095,0.33543412435743963,0.43027798477971235,0.3306928357558727,0.6133507050889025,0.4297062057057466,0.4464593630163328,0.46012671162885754,0.4531900154345911,0.8531325583682094,0.9760722184133405,0.0069264647074299,0.022059714222148814,0.048064189225488343,0.02977875110878457,0.03677383002350874,0.26652302720172366,0.5928233391241838,0.3262453433554215,0.4208735593076171,0.31672357204604357,0.6108392645314353,0.41715167141070364,0.43098497343355374,0.4616053776196125,0.4457699574624335,0.849414488427033,0.9755338648954497,0.007224858121259839,nan
0.02541399424757597,0.04151687313408241,0.038816905767957065,0.04012151735550914,0.25059598272240186,0.43190139126189897,0.3738117034011689,0.40076249433791333,0.29590461014555386,0.5460606989576947,0.383820750080502,0.40241273925039506,0.4132434089515635,0.4077561667130227,0.804519805511708,0.966637825608018,0.009227962420222216,0.025892954145440898,0.046958948116786595,0.0397472474173058,0.043053184787019055,0.24550272780808677,0.42962977366415184,0.3642072989813075,0.3942227059432262,0.28200114114946956,0.5413701067615658,0.3708339057947461,0.3876593409803651,0.4136022143139581,0.40021079451409114,0.8028847011562185,0.9666522100088568,0.00958226017670272,nan
0.02403075297611506,0.04268196948973858,0.03409402603482894,0.03790768635582909,0.2624111565797975,0.5271783222456596,0.3431800577424125,0.415730097460067,0.30867036945065035,0.5771765787860208,0.40223044887556647,0.4203912676327329,0.4357653791130186,0.42794028595606265,0.8286996395843432,0.9727389743925389,0.007661912442908173,0.023263517966470842,0.047401350504957356,0.03418539105789135,0.03972296656647022,0.2537762449020694,0.517758545417191,0.33232782777832726,0.4048190351889966,0.2959377856498323,0.5728425266903915,0.3902614883575338,0.4027662942724473,0.43250296559905105,0.4171052978604119,0.8159305346370985,0.9712675661935837,0.008022838398115571,nan
0.022453812129949513,0.0435676201178158,0.03008850565297503,0.03559471993628574,0.2643120285363429,0.6091644204851752,0.3182874445461587,0.41811202072059567,0.32486919105142537,0.6050735744941753,0.4227566898855091,0.44106011170411497,0.4564479869200899,0.4486221359042873,0.8580759047971861,0.9765562689335455,0.006903634343743393,0.02184367270744789,0.0466244437207001,0.02954286536063661,0.03616826378582755,0.2575942509977097,0.6052394148353419,0.30961329245376323,0.4096619411123228,0.31073839772575373,0.6022760972716489,0.40996131053810875,0.42455809768512714,0.45571372083827605,0.43958456089768755,0.8501614784400733,0.9756430837876671,0.0072022108693247,nan
0.02804697505697224,0.047217063919095685,0.04136598092270712,0.04409828469526346,0.28639941614971587,0.5244368079419626,0.3868741637912823,0.44527292620658915,0.329133995692696,0.6102851011649295,0.42763783391253934,0.44620637960368353,0.460044962190885,0.45302001236791667,0.847379128304747,0.9743651824951787,0.007392819299477374,0.028344652988655017,0.052191729276649106,0.041827452910284744,0.046438334132388466,0.2752412519416348,0.5161586274914562,0.37094913130913526,0.43166930417685706,0.3146387948769202,0.6024985172004745,0.41339373040596883,0.43031070904392954,0.4579478054567023,0.44369930972622246,0.8359847714816417,0.9736106668713119,0.007695066880833574,nan
0.02669677784903397,0.0464045349262245,0.03883607375986522,0.042284304839348,0.2849002849002849,0.5251240545358192,0.38377579043729315,0.4434589800443459,0.33220067815758614,0.6131207847946045,0.4309203767894987,0.45050175929990893,0.4621295728591866,0.456241591234972,0.8505194898181627,0.9752104171697175,0.007299199612276739,0.02665556800913731,0.0504527858765803,0.03930489819787441,0.044186559248413665,0.27635745638166503,0.5169235695009834,0.37258101737381727,0.4330408460418423,0.31268700385091847,0.5984949584816133,0.41076668135183964,0.42799125605742483,0.45672202451561883,0.44189012922902776,0.83991022888839,0.9744209418751149,0.00765997764811128,nan
