acc_macro,prec_macro,rec_macro,f1_macro,acc_micro,prec_micro,rec_micro,f1_micro,rec_at_8,prec_at_8,f1_at_8,rec_at_15,prec_at_15,f1_at_15,auc_macro,auc_micro,loss_dev,acc_macro_te,prec_macro_te,rec_macro_te,f1_macro_te,acc_micro_te,prec_micro_te,rec_micro_te,f1_micro_te,rec_at_8_te,prec_at_8_te,f1_at_8_te,rec_at_15_te,prec_at_15_te,f1_at_15_te,auc_macro_te,auc_micro_te,loss_test_te,loss_tr,conv_attn_Dec_11_20%3A33%3A52
0.04540839032799128,0.06859871728898755,0.059749948326202014,0.06386930154068814,0.3565406127389599,0.6296933359543936,0.4511302020984438,0.5256615384615384,0.3826010827507459,0.7033261802575107,0.4956010724843987,0.5291110206968325,0.5468219905988146,0.5378207352087834,0.8931908484536898,0.9842009889981752,0.005762950663880521,0.04910629017727518,0.07914533471461248,0.0657483035337441,0.07182746672668544,0.3496983674054385,0.6252970504636317,0.4424059605050605,0.5181874348380121,0.36256437341714326,0.6925044483985765,0.47594514448853265,0.5102918128564815,0.5453143534994069,0.5272221002355464,0.8859908058781636,0.984277211991899,0.005978004902612013,nan,conv_attn_Dec_11_20%3A33%3A52
0.04549455183223789,0.06873667948423842,0.05939275951106178,0.06372401387546935,0.35568725016073577,0.63319233640209,0.4479966199563411,0.5247334886694022,0.38361035678949196,0.7057020232985898,0.4970375989351162,0.5279811210481716,0.5451870018393624,0.5364461322938571,0.8929857610384679,0.9842302391777944,0.005748603627734356,0.048213939778015816,0.0789634721121582,0.06478987692401324,0.07117794018631424,0.3491916316243111,0.6269843130818111,0.4407575907427554,0.5176308886587361,0.36252208683323567,0.6918742586002372,0.47575980539052665,0.5089833272583203,0.5440094899169632,0.525913863269868,0.8867354324508471,0.9842672618208985,0.005973812131260048,nan,conv_attn_Dec_11_20%3A35%3A42
0.045599604752841694,0.06954790450593824,0.06044479875184221,0.06467761629877739,0.35698004114082393,0.6290780836680709,0.45215125695373565,0.5261389708292363,0.3835038454551279,0.7058553034947884,0.4969861840075172,0.5296707631420231,0.5471898630696914,0.5382878067987248,0.8938755409953221,0.984290148536011,0.005756404144348403,0.049929613718127035,0.08011971055396029,0.067158113593261,0.07306855127168954,0.3497047423324055,0.6237761588789383,0.4431806942933439,0.5181944337367975,0.3645226655901657,0.6949139976275207,0.4782011262509102,0.5117108774660183,0.5474298141557928,0.5289680450739306,0.8886063183898063,0.9843770676943547,0.005973215481883118,nan,conv_attn_Dec_11_20%3A43%3A38
0.04475134580648545,0.06846132723321033,0.059011936869372776,0.06338639791052172,0.35659735771224704,0.6311790823877652,0.45046123512428704,0.525723208415516,0.38338301731153673,0.7053954629061925,0.4967707313847047,0.528264382136374,0.5457592479051707,0.5368693273139348,0.8929522464908325,0.9842036437265546,0.005751232869062598,0.048412808408652995,0.07839368213210333,0.0652435637357519,0.07121667038048911,0.34887967237916373,0.6256139202020674,0.44093891141660896,0.5172880569306931,0.3640389526789797,0.6944691577698695,0.4776795234099687,0.5108722557854906,0.5462831158560696,0.5279846183093362,0.8876959622463559,0.9843354815373362,0.0059688071928517055,nan,conv_attn_Dec_11_20%3A44%3A19
0.0427291472188882,0.06616145158277704,0.05579843441289542,0.060539666574213336,0.3558079882740931,0.6408264798456696,0.44444053235687625,0.5248648648648648,0.3825785273111543,0.7050889025137952,0.49601903403612996,0.5279139157702063,0.546454118127938,0.5370240442522773,0.8899364224559495,0.9839815493307287,0.0057471818515487305,0.04504740187479666,0.0743751739620468,0.0604058226298529,0.06666657288518466,0.34764976958525345,0.6333717136825945,0.4352355520390334,0.5159348926275475,0.36499969135958116,0.6972123368920522,0.4791553494203243,0.5092084406649582,0.544998022933966,0.5264957159839087,0.8849856721042701,0.9841590542688486,0.005961169206855895,nan,conv_attn_Dec_11_20%3A45%3A55
0.04338854623429044,0.06700258466707436,0.056901198461187366,0.061540128498047325,0.35602153265127817,0.6408604332606159,0.4447574114498979,0.5250971670858188,0.3828145469683809,0.7053954629061925,0.4962932561098379,0.5284581886809937,0.5458409973431433,0.5370089608488333,0.8910040232534187,0.9841056933380053,0.00574391067129686,0.045564725476833566,0.07542698899229217,0.061171260562692245,0.06755524338179138,0.3470998290148626,0.6320352541073909,0.4350047802723107,0.5153290372974028,0.3626050963815639,0.6924673784104389,0.47597147397690653,0.5089993830028713,0.544642151047845,0.5262179021643727,0.8846632955158313,0.9841556538410742,0.005961248206899185,nan,conv_attn_Dec_11_20%3A48%3A35
0.04328615500654959,0.06643294409542289,0.05664459134251534,0.06114953401651304,0.3553707358330984,0.6407258679408326,0.44380677417083303,0.5243889755590224,0.383973408013797,0.7060852237890864,0.4974373704615673,0.5279012765045747,0.5452687512773349,0.5364444820217384,0.8911993941410153,0.9841067160192011,0.005746266877154205,0.04553781889143506,0.07488094318247686,0.061275127108088974,0.0673982335372642,0.3472426857503683,0.6323001006084416,0.435103682458049,0.5154864664297153,0.3632910433974483,0.6937277580071174,0.4768601669247273,0.5093779087771946,0.5447805456702254,0.5264847498499851,0.8845257071269328,0.9841494544205667,0.005961815508808965,nan,conv_attn_Dec_11_20%3A51%3A10
0.04658509834756238,0.07086054351443516,0.06059190625387186,0.06532514863424382,0.3582945779609569,0.6315221126000098,0.45299626786846,0.5275653511019991,0.38208840989632337,0.7045524218271,0.49547432175462114,0.5294675428332395,0.5474351113836092,0.5383014372746738,0.8929616934126011,0.9843003255512375,0.005745599097597962,0.048809769327634284,0.0786429993617292,0.0662633397648714,0.07192435911698787,0.3512000833029625,0.6253940292972372,0.44476312926515676,0.519834312686639,0.36639283197422906,0.698732206405694,0.48071440004073307,0.5129817429275284,0.548240411229735,0.5300253497238196,0.888320928124978,0.9843524971016018,0.005963391567219142,nan,conv_attn_Dec_11_23%3A09%3A49
0.04176325099011794,0.06444016527610516,0.05514258006504626,0.059429928005167304,0.3548940237251926,0.6377228873061574,0.4445109499331033,0.5238697898296645,0.3836228329355132,0.7053954629061925,0.49697201020994636,0.5270517951187085,0.5453096259963213,0.5360252833005323,0.8909835655346924,0.9840352694530832,0.005755965415720818,0.045421231121590896,0.074677421735101,0.060568835246698684,0.06688724042588849,0.3468800504552801,0.6309600630960063,0.4351696172485412,0.5150867745617372,0.3622191154417789,0.6917259786476868,0.4754638045548797,0.5068593459123206,0.5426255436931594,0.5241329930057833,0.8838340440075738,0.9840863508899184,0.0059765391316569235,nan,conv_attn_Dec_12_00%3A57%3A33
0.04537188036731038,0.06926697838754221,0.05983717425341751,0.06420769852863902,0.35647091566935707,0.6298190401258851,0.4509541581578762,0.5255857852189257,0.382828400728657,0.7059319435928878,0.4964376199012705,0.5289320657003765,0.5465767422848968,0.5376096657025079,0.8932471235477941,0.9842122371723754,0.00575088356726273,0.04902998842459569,0.07921010445575254,0.06597381677087183,0.07198859038403091,0.34937309386648596,0.6253440955535856,0.44186199848349983,0.5178302360622803,0.36478090567367766,0.6960260972716489,0.4786865649082693,0.5113757376210287,0.5469355476472915,0.5285582285714425,0.8880368235940737,0.984383395043708,0.005963427071898531,nan,conv_attn_Dec_12_20%3A20%3A08
